SampleNumber,Test,Matrix,TestPrice,CustomerTestPrice,AnalysisTime,AnalysisEmployee,Site,CollectDate,OrderDetails_User1,OrderDetails_User2,CustomerID,ProjectID,Param,Results_Method,Result,Results_Units,RepLimit,Instrument
2023031402-05,Part P,Lake Water,13.84,13.84,,,373 LA CB 15m,3/14/2023,,,LTER,373 Profile,Part P,ELA-PartP,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer
2023031402-05,pH,Lake Water,,,3/14/2023 12:00:00 AM,shavens,373 LA CB 15m,3/14/2023,,,LTER,373 Profile,pH,ELA-pH,6.23,SU,,Fisher Scientific Accumet pH meter
2023031402-05,SRSi,Lake Water,8.09,8.09,,,373 LA CB 15m,3/14/2023,,,LTER,373 Profile,SRSi,ELA-SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer
2023031402-05,TDN,Lake Water,8.94,8.94,,,373 LA CB 15m,3/14/2023,,,LTER,373 Profile,TDN,ELA-TDN/TDP,,µg/L,10.2,AutoAnalyzer 3
2023031402-05,TDP,Lake Water,8.54,8.54,,,373 LA CB 15m,3/14/2023,,,LTER,373 Profile,TDP,ELA-TDN/TDP,,µg/L,,AutoAnalyzer 3
2023031402-06,Alk,Lake Water,4.31,4.31,3/14/2023 12:00:00 AM,shavens,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,Alk,ELA-MT100,968.5,µEq/L,,MANTECH MT-100
2023031402-06,Anions,Lake Water,19.28,19.28,,,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,Cl,UA-ClSO4,,mg/L,0.03,Dionex DX-600 Ion Chromatograph
2023031402-06,Anions,Lake Water,19.28,19.28,,,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,SO4,UA-ClSO4,,mg/L,0.04,Dionex DX-600 Ion Chromatograph
2023031402-06,Archive,Lake Water,0,0,,,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,Archive,ELA-Archive,,,,
2023031402-06,Cations,Lake Water,16.07,16.07,,,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,Ca,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023031402-06,Cations,Lake Water,16.07,16.07,,,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,Fe,UA-ICP,,mg/L,0.02,Thermo ICAP-6300 ICP-OES
2023031402-06,Cations,Lake Water,16.07,16.07,,,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,K,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023031402-06,Cations,Lake Water,16.07,16.07,,,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,Mg,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023031402-06,Cations,Lake Water,16.07,16.07,,,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,Mn,UA-ICP,,mg/L,0.0145,Thermo ICAP-6300 ICP-OES
2023031402-06,Cations,Lake Water,16.07,16.07,,,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,Mo,UA-ICP,,mg/L,0.0015,Thermo ICAP-6300 ICP-OES
2023031402-06,Cations,Lake Water,16.07,16.07,,,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,Na,UA-ICP,,mg/L,0.02,Thermo ICAP-6300 ICP-OES
2023031402-06,Chla,Lake Water,11.44,11.44,7/27/2023 12:00:00 AM,eloewen,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,Chla,ELA-Chla,0.98,µg/L,0.5,Turner Designs Trilogy Fluorometer
2023031402-06,DIC,Lake Water,9.46,9.46,3/14/2023 12:00:00 AM,shavens,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,DIC,ELA-DIC,1128,µmol/L,1.8,LI-850 LI-COR CO2/H20 Gas Analyzer
2023031402-06,NH3,Lake Water,6.85,6.85,3/15/2023 12:00:00 AM,bcooney,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,NH3-N,ELA-NOxNH3,768,µg/L,3,AutoAnalyzer 3
2023031402-06,NO2,Lake Water,6.22,6.22,3/15/2023 12:00:00 AM,bcooney,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,NO2-N,ELA-NOxNH3,0.4,µg/L,0.3,AutoAnalyzer 3
2023031402-06,NO3,Lake Water,6.3,6.3,3/15/2023 12:00:00 AM,bcooney,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,NO3-N,ELA-NOxNH3,0,µg/L,1,AutoAnalyzer 3
2023031402-06,Part C/N,Lake Water,18.19,18.19,,,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,Part C,UA-C/N,,µg/L,10,Exeter CE 440 Elemental Analyzer
2023031402-06,Part C/N,Lake Water,18.19,18.19,,,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,Part N,UA-C/N,,µg/L,10,Exeter CE 440 Elemental Analyzer
2023031402-06,Part P,Lake Water,13.84,13.84,,,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,Part P,ELA-PartP,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer
2023031402-06,pH,Lake Water,,,3/14/2023 12:00:00 AM,shavens,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,pH,ELA-pH,6.44,SU,,Fisher Scientific Accumet pH meter
2023031402-06,SRSi,Lake Water,8.09,8.09,,,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,SRSi,ELA-SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer
2023031402-06,TDN,Lake Water,8.94,8.94,,,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,TDN,ELA-TDN/TDP,,µg/L,10.2,AutoAnalyzer 3
2023031402-06,TDP,Lake Water,8.54,8.54,,,373 LA CB 20m,3/14/2023,,,LTER,373 Profile,TDP,ELA-TDN/TDP,,µg/L,,AutoAnalyzer 3
2023031402-07,Zooplankton fatty acids,Lake Water,0,0,,,373 LA CB PE,3/14/2023,,,LTER,373 Profile,lipid content,ELA-Single barrel,,,,53-µm Zootube
2023031402-08,Zooplankton stable isotopes,Lake Water,0,0,,,373 LA CB PE,3/14/2023,,,LTER,373 Profile,13C,ELA-Single barrel,,,,53-µm Zootube
2023031402-09,Zooplankton taxonomy,Lake Water,268.8,268.8,,,373 LA CB PE,3/14/2023,,,LTER,373 Profile,Total Biomass,ELA-Single barrel,,,,Zeiss invertoscope inverted microscope
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Air temperature,ELA-Field observations,,°C,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Black ice,ELA-Field observations,,cm,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Cloud cover,ELA-Field observations,,/10,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Integrated epi to 1% surface PAR?,ELA-Field observations,,y/n,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Profile?,ELA-Field observations,,y/n,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,RBR#,ELA-Field observations,,,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Samplers,ELA-Field observations,,,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Secchi depth,ELA-Field observations,,m,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Slush,ELA-Field observations,,cm,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Snow depth,ELA-Field observations,,cm,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Temp download time,ELA-Field observations,,CST,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Thermal epi depth,ELA-Field observations,,m,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Thermocline depth,ELA-Field observations,,m,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Total ice,ELA-Field observations,,cm,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Water colour,ELA-Field observations,,,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Wave height (lower),ELA-Field observations,,cm,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Wave height (upper),ELA-Field observations,,cm,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,White ice layer,ELA-Field observations,,cm,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Wind direction,ELA-Field observations,,,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Wind speed (lower),ELA-Field observations,,km/h,,
2023031402-10,Field observations,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,Wind speed (upper),ELA-Field observations,,km/h,,
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - 0.5m,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - 10m,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - 11m,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - 12m,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - 13m,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - 14m,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - 15m,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - 16m,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - 1m,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - 2m,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - 3m,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - 4m,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - 5m,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - 6m,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - 7m,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - 8m,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - 9m,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - Air 1,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-10,PAR - 373,Lake Water,0,0,,,373 LA CB,3/14/2023,,,LTER,373 Profile,PAR - Air 2,ELA-PAR,,µmol/m2/s,,PAR 2045
2023031402-11,Alk,Lake Water,4.31,4.31,3/14/2023 12:00:00 AM,shavens,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,Alk,ELA-MT100,199.6,µEq/L,,MANTECH MT-100
2023031402-11,Anions,Lake Water,19.28,19.28,,,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,Cl,UA-ClSO4,,mg/L,0.03,Dionex DX-600 Ion Chromatograph
2023031402-11,Anions,Lake Water,19.28,19.28,,,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,SO4,UA-ClSO4,,mg/L,0.04,Dionex DX-600 Ion Chromatograph
2023031402-11,Archive,Lake Water,0,0,,,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,Archive,ELA-Archive,,,,
2023031402-11,Cations,Lake Water,16.07,16.07,,,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,Ca,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023031402-11,Cations,Lake Water,16.07,16.07,,,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,Fe,UA-ICP,,mg/L,0.02,Thermo ICAP-6300 ICP-OES
2023031402-11,Cations,Lake Water,16.07,16.07,,,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,K,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023031402-11,Cations,Lake Water,16.07,16.07,,,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,Mg,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023031402-11,Cations,Lake Water,16.07,16.07,,,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,Mn,UA-ICP,,mg/L,0.0145,Thermo ICAP-6300 ICP-OES
2023031402-11,Cations,Lake Water,16.07,16.07,,,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,Mo,UA-ICP,,mg/L,0.0015,Thermo ICAP-6300 ICP-OES
2023031402-11,Cations,Lake Water,16.07,16.07,,,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,Na,UA-ICP,,mg/L,0.02,Thermo ICAP-6300 ICP-OES
2023031402-11,Chla,Lake Water,11.44,11.44,7/27/2023 12:00:00 AM,eloewen,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,Chla,ELA-Chla,0.13,µg/L,0.5,Turner Designs Trilogy Fluorometer
2023031402-11,DIC,Lake Water,9.46,9.46,3/14/2023 12:00:00 AM,shavens,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,DIC,ELA-DIC,312,µmol/L,1.8,LI-850 LI-COR CO2/H20 Gas Analyzer
2023031402-11,NH3,Lake Water,6.85,6.85,3/15/2023 12:00:00 AM,bcooney,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,NH3-N,ELA-NOxNH3,23,µg/L,3,AutoAnalyzer 3
2023031402-11,NO2,Lake Water,6.22,6.22,3/15/2023 12:00:00 AM,bcooney,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,NO2-N,ELA-NOxNH3,2.5,µg/L,0.3,AutoAnalyzer 3
2023031402-11,NO3,Lake Water,6.3,6.3,3/15/2023 12:00:00 AM,bcooney,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,NO3-N,ELA-NOxNH3,20,µg/L,1,AutoAnalyzer 3
2023031402-11,Part C/N,Lake Water,18.19,18.19,,,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,Part C,UA-C/N,,µg/L,10,Exeter CE 440 Elemental Analyzer
2023031402-11,Part C/N,Lake Water,18.19,18.19,,,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,Part N,UA-C/N,,µg/L,10,Exeter CE 440 Elemental Analyzer
2023031402-11,Part P,Lake Water,13.84,13.84,,,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,Part P,ELA-PartP,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer
2023031402-11,pH,Lake Water,,,3/14/2023 12:00:00 AM,shavens,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,pH,ELA-pH,5.66,SU,,Fisher Scientific Accumet pH meter
2023031402-11,SRSi,Lake Water,8.09,8.09,,,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,SRSi,ELA-SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer
2023031402-11,TDN,Lake Water,8.94,8.94,,,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,TDN,ELA-TDN/TDP,,µg/L,10.2,AutoAnalyzer 3
2023031402-11,TDP,Lake Water,8.54,8.54,,,373 LA CB 10m,3/14/2023,,,LTER,373 Profile,TDP,ELA-TDN/TDP,,µg/L,,AutoAnalyzer 3
2023031403-01,Absorbance scan,Lake Water,4.76,4.76,3/16/2023 12:00:00 AM,shavens,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,A254,ELA-Absorbance scan,32.4723,m^-1,,Shimadzu UV1800 Scanning Spectrophotometer
2023031403-01,Absorbance scan,Lake Water,4.76,4.76,3/16/2023 12:00:00 AM,shavens,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,E2:E3,ELA-Absorbance scan,7.7778,,,Shimadzu UV1800 Scanning Spectrophotometer
2023031403-01,Absorbance scan,Lake Water,4.76,4.76,3/16/2023 12:00:00 AM,shavens,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,E2:E4,ELA-Absorbance scan,28,,,Shimadzu UV1800 Scanning Spectrophotometer
2023031403-01,Absorbance scan,Lake Water,4.76,4.76,3/16/2023 12:00:00 AM,shavens,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,S275-295,ELA-Absorbance scan,0.0212,,,Shimadzu UV1800 Scanning Spectrophotometer
2023031403-01,Absorbance scan,Lake Water,4.76,4.76,3/16/2023 12:00:00 AM,shavens,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,S350-400,ELA-Absorbance scan,0.0199,,,Shimadzu UV1800 Scanning Spectrophotometer
2023031403-01,Absorbance scan,Lake Water,4.76,4.76,3/16/2023 12:00:00 AM,shavens,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,SR,ELA-Absorbance scan,1.0645,,,Shimadzu UV1800 Scanning Spectrophotometer
2023031403-01,Absorbance scan,Lake Water,4.76,4.76,3/16/2023 12:00:00 AM,shavens,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,SUVA,ELA-Absorbance scan,,L/µmol·m,,Shimadzu UV1800 Scanning Spectrophotometer
2023031403-01,Alk,Lake Water,4.31,4.31,3/14/2023 12:00:00 AM,shavens,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Alk,ELA-MT100,394,µEq/L,,MANTECH MT-100
2023031403-01,Anions,Lake Water,19.28,19.28,,,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Cl,UA-ClSO4,,mg/L,0.03,Dionex DX-600 Ion Chromatograph
2023031403-01,Anions,Lake Water,19.28,19.28,,,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,SO4,UA-ClSO4,,mg/L,0.04,Dionex DX-600 Ion Chromatograph
2023031403-01,Archive,Lake Water,0,0,,,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Archive,ELA-Archive,,,,
2023031403-01,Cations,Lake Water,16.07,16.07,,,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Ca,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023031403-01,Cations,Lake Water,16.07,16.07,,,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Fe,UA-ICP,,mg/L,0.02,Thermo ICAP-6300 ICP-OES
2023031403-01,Cations,Lake Water,16.07,16.07,,,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,K,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023031403-01,Cations,Lake Water,16.07,16.07,,,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Mg,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023031403-01,Cations,Lake Water,16.07,16.07,,,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Mn,UA-ICP,,mg/L,0.0145,Thermo ICAP-6300 ICP-OES
2023031403-01,Cations,Lake Water,16.07,16.07,,,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Mo,UA-ICP,,mg/L,0.0015,Thermo ICAP-6300 ICP-OES
2023031403-01,Cations,Lake Water,16.07,16.07,,,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Na,UA-ICP,,mg/L,0.02,Thermo ICAP-6300 ICP-OES
2023031403-01,Chla,Lake Water,11.44,11.44,8/3/2023 12:00:00 AM,eloewen,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Chla,ELA-Chla,1.46,µg/L,0.5,Turner Designs Trilogy Fluorometer
2023031403-01,DIC,Lake Water,9.46,9.46,3/14/2023 12:00:00 AM,shavens,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,DIC,ELA-DIC,527,µmol/L,1.8,LI-850 LI-COR CO2/H20 Gas Analyzer
2023031403-01,NH3,Lake Water,6.85,6.85,3/15/2023 12:00:00 AM,bcooney,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,NH3-N,ELA-NOxNH3,3,µg/L,3,AutoAnalyzer 3
2023031403-01,NO2,Lake Water,6.22,6.22,3/15/2023 12:00:00 AM,bcooney,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,NO2-N,ELA-NOxNH3,0,µg/L,0.3,AutoAnalyzer 3
2023031403-01,NO3,Lake Water,6.3,6.3,3/15/2023 12:00:00 AM,bcooney,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,NO3-N,ELA-NOxNH3,49,µg/L,1,AutoAnalyzer 3
2023031403-01,Part C/N,Lake Water,18.19,18.19,,,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Part C,UA-C/N,,µg/L,10,Exeter CE 440 Elemental Analyzer
2023031403-01,Part C/N,Lake Water,18.19,18.19,,,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Part N,UA-C/N,,µg/L,10,Exeter CE 440 Elemental Analyzer
2023031403-01,Part P,Lake Water,13.84,13.84,,,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Part P,ELA-PartP,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer
2023031403-01,pH,Lake Water,,,3/14/2023 12:00:00 AM,shavens,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,pH,ELA-pH,6.64,SU,,Fisher Scientific Accumet pH meter
2023031403-01,Phytoplankton taxonomy,Lake Water,135,135,,,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Total Biomass,ELA-Phytoplankton taxonomy,,mg/m^3,1,Zeiss invertoscope inverted microscope
2023031403-01,SRSi,Lake Water,8.09,8.09,,,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,SRSi,ELA-SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer
2023031403-01,TDN,Lake Water,8.94,8.94,,,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,TDN,ELA-TDN/TDP,,µg/L,10.2,AutoAnalyzer 3
2023031403-01,TDP,Lake Water,8.54,8.54,,,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,TDP,ELA-TDN/TDP,,µg/L,,AutoAnalyzer 3
2023031403-01,Turbidity,Lake Water,6.39,6.39,3/14/2023 12:00:00 AM,shavens,375 LA CB 1m,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Turbidity,ELA-MT100,0.35,NTU,,MANTECH MT-100
2023031403-03,Zooplankton archive,Lake Water,,,,,375 LA CB PE,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,13C,ELA-Single barrel,,,,53-µm Zoonet
2023031403-04,Zooplankton taxonomy,Lake Water,268.8,268.8,,,375 LA CB PE,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Total Biomass,ELA-Single barrel,,,,Zeiss invertoscope inverted microscope
2023031403-05,Field observations,Lake Water,0,0,,,375 LA CB,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Air temperature,ELA-Field observations,,°C,,
2023031403-05,Field observations,Lake Water,0,0,,,375 LA CB,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Black ice,ELA-Field observations,,cm,,
2023031403-05,Field observations,Lake Water,0,0,,,375 LA CB,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Cloud cover,ELA-Field observations,,/10,,
2023031403-05,Field observations,Lake Water,0,0,,,375 LA CB,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Integrated epi to 1% surface PAR?,ELA-Field observations,,y/n,,
2023031403-05,Field observations,Lake Water,0,0,,,375 LA CB,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Profile?,ELA-Field observations,,y/n,,
2023031403-05,Field observations,Lake Water,0,0,,,375 LA CB,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,RBR#,ELA-Field observations,,,,
2023031403-05,Field observations,Lake Water,0,0,,,375 LA CB,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Samplers,ELA-Field observations,,,,
2023031403-05,Field observations,Lake Water,0,0,,,375 LA CB,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Secchi depth,ELA-Field observations,,m,,
2023031403-05,Field observations,Lake Water,0,0,,,375 LA CB,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Slush,ELA-Field observations,,cm,,
2023031403-05,Field observations,Lake Water,0,0,,,375 LA CB,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Snow depth,ELA-Field observations,,cm,,
2023031403-05,Field observations,Lake Water,0,0,,,375 LA CB,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Temp download time,ELA-Field observations,,CST,,
2023031403-05,Field observations,Lake Water,0,0,,,375 LA CB,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Thermal epi depth,ELA-Field observations,,m,,
2023031403-05,Field observations,Lake Water,0,0,,,375 LA CB,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Thermocline depth,ELA-Field observations,,m,,
2023031403-05,Field observations,Lake Water,0,0,,,375 LA CB,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Total ice,ELA-Field observations,,cm,,
2023031403-05,Field observations,Lake Water,0,0,,,375 LA CB,3/14/2023,,,Quaternary ammonia compounds,375 Epi/Meta,Water colour,ELA-Field observations,,,,
